"source_path","target_path","asset_type","category","ppu","pivot","atlas_group","addressable_key","owner_system","migration_status"
"python/assets/buildings/shops/jewlery_shop.png","Assets/_Project/Art/Buildings/shops/jewlery_shop.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/shops/magic_tower.png","Assets/_Project/Art/Buildings/shops/magic_tower.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/shops/ukranian_super_1.png","Assets/_Project/Art/Buildings/shops/ukranian_super_1.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/shops/ukranian_super_2.png","Assets/_Project/Art/Buildings/shops/ukranian_super_2.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/statues/ChatGPT Image May 1, 2025, 11_04_33 AM.png","Assets/_Project/Art/Buildings/statues/ChatGPT Image May 1, 2025, 11_04_33 AM.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/statues/ChatGPT Image May 1, 2025, 11_04_43 AM.png","Assets/_Project/Art/Buildings/statues/ChatGPT Image May 1, 2025, 11_04_43 AM.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/statues/statue_olim_01.png","Assets/_Project/Art/Buildings/statues/statue_olim_01.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/temples/catholic.png","Assets/_Project/Art/Buildings/temples/catholic.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/temples/ChatGPT Image Apr 3, 2025, 05_11_11 AM.png","Assets/_Project/Art/Buildings/temples/ChatGPT Image Apr 3, 2025, 05_11_11 AM.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/temples/ChatGPT Image Apr 3, 2025, 05_11_14 AM.png","Assets/_Project/Art/Buildings/temples/ChatGPT Image Apr 3, 2025, 05_11_14 AM.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/temples/ChatGPT Image May 5, 2025, 09_14_51 PM.png","Assets/_Project/Art/Buildings/temples/ChatGPT Image May 5, 2025, 09_14_51 PM.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
"python/assets/buildings/temples/satanist.png","Assets/_Project/Art/Buildings/temples/satanist.png","Sprite","building","16","0.5;0","Atlas_Buildings","","BuildingSystem","pending"
